flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_bytes_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,down_up_ratio,init_fwd_win_byts,init_bwd_win_byts,attack_type
491.0,62.0,53.0,0.09417734788764953,0.0975622351636756,0.761139701990353,0.7860643052769538,0.0,4.503859378955672,0.0,0.09267649888486018,0.06438651200806646,0.082276161327083,5730.26021794523,43.071298075657744,4.4341419882733115,0.0,0.0,0.06381725610417532,8.27631171992582,0.06316643991220648,0.7580877400853738,3.545259681298684,0.0,0.08931211213221978,0.07783834970737619,1.9463870785196757,0.04667210037270342,0.43803765787228777,0.15428949206754783,0.6830489532424546,7.447621559078171,0.96750973243421,0.32582535813815194,0.0,4.695558112758079,1.894713590842857,0.0,0.04757049262259338,Normal
1684.0,21.0,46.0,0.0,0.03123666413820411,0.08322598013952011,8.047643574968019,0.0,0.2883281039302441,0.0,0.0,0.019990820247510834,0.0,6745.086470433781,22.420444024744207,0.7869243775021384,0.6648508565920321,0.07051653786263351,0.0,0.045891577553833995,5.687411959528937,0.0,0.0,0.6684029617904717,0.04710962061431326,0.05652361064811889,0.7649988574160256,0.06347183200005908,5.535794006579958,5.592071607454136,0.03039500980626122,0.30817834567939406,1.0,0.04367173892323624,0.0,0.40852864372463615,0.8534030732681661,0.023393948586534076,0.005830274168906602,Normal
4285.0,25.0,73.0,0.0,0.0,4.063868614400706,0.08140203846660347,0.0,0.002271207313386048,0.0,0.07223593505964503,4.618772302513873,0.0,4677.741142559587,33.43390922161786,5.010447751033635,0.0,0.696320375077736,0.04461562755740307,0.03810212260964825,0.0,0.06302825931188885,3.6181261055339045,0.87649919316101,0.011800590212051532,9.618976645495145,0.0,0.6997071338107496,0.0,9.69176377347724,7.787509039657946,7.168901891589956,0.0,0.0,0.9639096215349929,0.09026023965438418,4.557762898336111,0.020236336479523033,0.030595662415065252,Normal
4052.0,48.0,45.0,0.0,0.4320930397751037,6.2730884070244315,0.05840979689127356,0.64984660155482,0.8444432113988909,0.041580740217060964,0.0,0.049399081924451894,0.3298612123327853,6188.896473764075,42.9740999205264,0.0,0.10340296772255164,0.0,0.1705929685368861,0.9251201183767972,5.8106113970039495,0.0,0.5909154914814168,0.22803871029697498,0.09585592132414454,0.04823034369429002,0.07827352272502863,0.008272999992243858,0.0,0.0,0.9378264549749828,0.05717280523760754,4.734894010569538,0.2669756630918936,0.3315689973425522,0.0,0.4389114603050467,0.21612079880330426,8.262919241943578,Normal
99.0,72.0,45.0,0.6722400930398117,0.0,0.0,0.0,0.768647491917657,0.0,0.0,2.302139908948808,0.03741255617617978,0.05548524693914834,1314.3180585158266,28.14777103341342,0.37092228386243875,0.0,0.0,0.31713889282271535,0.952899395069745,2.909178381401186,0.5150571292317145,0.25596509056760275,0.9360435700489633,1.6460781758201815,0.0,4.350970600030379,0.09923755640558371,8.916772662549139,0.0,0.8907924908785249,8.934466396978632,0.5188583603864491,3.1592905183079303,0.772012432110988,0.06616612631677611,0.03736577288737101,0.9446666806151527,0.746789611349026,Normal
1930.0,23.0,4.0,0.8311126721249061,0.15328431662449404,0.0,0.5993827915208435,0.08745620408374645,0.0,0.03103236729000948,0.07774048382411776,0.9718264260609674,0.0,1420.6844930861453,12.807558175278553,0.014389750255125079,0.13936287708201545,0.22965602999885526,0.13182221778652103,0.06776586736128574,1.2183250462853112,0.0,0.6942624356428865,0.0,1.9977565166005762,8.041245261822628,7.154071296158016,0.7389840039155418,1.3105775155731325,1.237538036503446,9.275625510065076,0.039757819382494064,1.0,0.0,0.04885840453515333,0.06628642127635824,0.9556232570469699,0.286446226882055,0.0,Normal
2520.0,5.0,49.0,0.014033959706391264,0.04191143193163038,0.9662319121431817,0.0,9.330232216002113,0.8043609156129707,0.4673816015552915,0.0,0.17836783976987736,0.10914399676573494,1294.2305281306499,32.06478047237317,8.294286148827364,0.0,0.2326407419664337,0.0,0.6060158207000109,8.677389537760112,6.031071573387257,4.1257156927368035,0.3741840434071827,0.4258820863735099,0.06519310255799741,8.674906317523249,0.45389688207629975,0.24783956295135812,2.3666236299758117,0.07460142802434465,0.08165687634239105,1.0,0.010527807985412497,0.06655885695517816,5.944336637564518,0.14617324419269828,8.246641904563413,0.31033467392407443,Normal
4620.0,14.0,73.0,0.015361339519205864,0.11549006366535497,0.21148016336440034,0.0,1.746414709358527,0.005338193262717539,0.0,6.807145267995064,3.936304568320282,3.179910969520494,2635.4006175345166,9.11105441402863,0.5045262370222301,0.0,0.0851131626822206,0.004347506201279195,0.18149840959652408,2.36744871104396,0.24938757583221183,0.0,4.162624257031923,0.04925411992759399,0.03736141384595716,0.0,0.0,0.0,0.0,0.9248418690180621,0.0991131415798755,1.0,0.8435749515977528,0.0,0.09795706805865928,8.020258802735935,0.07794775407713289,0.0,Normal
3100.0,63.0,60.0,8.575721441225575,0.0,3.850894961003535,0.06395632712371101,2.6646331750084604,0.13976841095395687,0.4778772740237458,0.041688936859488504,0.02325699405288737,0.0,4356.671526428108,27.267333761434227,3.663924498262474,3.2749556441254546,0.0379464079726929,6.8574334545594535,0.0,0.09488579267153405,0.09163480195381779,4.809104283000786,0.3283612050046888,5.354347898300031,8.485604887736246,0.0,0.8043918279470774,0.0,6.329176292676207,0.2881556141824617,0.0,0.020240459312571835,6.947981288184982,0.0,0.0,6.143797405419198,0.0,0.0,Normal
2924.0,10.0,43.0,0.0,5.936820044663541,0.0,0.07951148389830859,0.09460270628173303,2.533833538391872,0.5900758953583092,0.09504919756440122,0.0,0.01712913040927888,7691.601844318103,7.732988571852306,5.649506114724419,0.0,0.046598515298122735,0.0,0.0763923390006588,0.0,0.4921532155754291,0.5995934415226123,0.0,0.011973358850112283,0.1171035659001105,0.8770901191076841,0.06578632850405279,4.186083007903795,0.7743214161418432,6.7123141330859255,3.3363775832823817,1.0,8.983665473615357,0.7625321470706523,0.2705349409101757,0.0364192017772054,0.3144399802042629,0.015761164862499965,Normal
